Axis1_SolarPV_Lat_CF,Site
21.55092,039571
21.535406,040003
21.371105,039579
21.555613,040018
21.365099,039578
21.889465,039566
21.331146,039575
21.392992,039574
21.404064,039577
21.31899,039127
21.33365,039128
21.245348,039554
21.29637,039129
21.381762,039130
21.445148,039553
22.29805,039560
21.587772,039119
21.474377,039131
21.929,039116
22.020702,039115
21.714565,039117
21.319002,039125
21.604168,039118
21.334303,038680
21.598265,039120
21.233309,038676
21.231712,038675
21.361729,038678
21.55063,038681
21.245653,038674
21.612337,038670
21.442163,038672
21.834087,038666
21.317572,038673
21.440514,038230
21.265398,038229
21.692427,038667
21.284407,038228
21.27695,038227
21.212076,038224
21.478079,038221
21.818617,038216
22.126637,038215
21.289877,037777
21.370003,037778
21.681253,037780
21.305185,037779
21.397728,037776
21.685371,037770
21.609297,037768
21.43004,037772
21.80218,037766
21.35966,037328
21.406597,037329
21.40264,037322
21.637167,037330
21.22251,037323
21.399635,037327
21.841257,037316
22.058897,037315
21.379078,036878
21.453196,036879
21.483206,037321
21.360392,036875
21.50527,036877
21.532503,036868
21.30942,036876
21.539097,036872
21.402617,036874
21.466784,036873
21.596851,036867
21.44996,036427
21.533005,036871
21.481934,036428
21.424997,036424
21.565283,036422
21.614729,036417
21.471834,036418
21.606277,036421
21.457762,035976
21.38544,035977
21.664135,035978
21.473436,035975
21.31486,036419
21.270777,035968
21.366879,035969
21.549047,035972
21.640608,035966
21.567741,035970
21.544062,035971
21.497982,035525
21.670885,035521
21.565306,035519
21.40489,035526
21.570606,035522
21.382122,035518
21.644117,035515
21.289911,035517
21.629862,035520
21.723248,035077
21.301468,035068
21.262253,035067
21.42682,035066
21.558353,035069
21.647953,035074
21.739277,035073
21.486156,035076
21.444677,035065
21.532175,034624
21.669775,034623
21.48626,034625
21.455288,034620
21.661549,034173
21.41872,034618
21.504166,034172
21.28875,034616
21.747953,034613
21.521185,034167
21.446985,034168
21.516289,034174
21.528572,034169
21.230984,034166
21.853722,034161
21.409334,034163
21.625534,034162
21.489391,034165
21.587389,034171
21.418104,033723
21.521112,034164
21.491623,033722
21.437033,033724
21.683435,033718
21.583689,033721
21.557398,033720
21.422867,033715
21.59446,033716
21.585123,033717
21.727106,033725
21.715467,033711
21.584045,033274
21.474228,033713
21.414385,033714
21.502085,033271
21.599625,033270
21.730095,033275
21.529963,033272
21.625092,033268
21.531834,033263
21.571592,033269
21.451767,033262
21.638748,033265
21.680998,033266
21.699923,033267
21.551413,032821
21.603716,032820
21.745422,032816
21.633512,032818
21.425207,032822
21.50492,032823
21.721775,032815
21.494524,032813
21.687357,032814
21.521816,032819
21.502369,032373
21.605934,032812
21.584469,032369
21.551018,032370
21.715326,032365
21.627098,032363
21.64959,032366
21.591454,032362
21.690231,032361
21.571566,032368
21.398785,032371
21.504723,031920
21.627403,031915
21.608461,031911
21.817287,032360
21.69142,031913
21.753416,031910
21.684872,031912
21.880522,031909
21.651423,031914
21.399124,031470
21.542263,031468
21.519556,031469
21.552902,031467
21.931215,031908
21.583227,031465
21.62846,031460
21.696444,031463
21.953,031457
21.606012,031464
21.797215,031458
21.7035,031461
21.63234,031466
21.564013,031015
21.498466,031019
21.606941,031014
21.485296,031017
21.640673,031013
21.468153,031018
21.739462,031010
21.47033,031016
21.75494,031011
21.974424,031006
21.474272,030565
21.56774,030568
21.52512,030566
21.166662,030570
21.680445,030562
21.52963,030569
21.700262,030561
21.629473,030567
21.607565,030563
21.900446,030556
20.97912,030121
21.49167,030564
21.50838,030118
21.755453,030560
21.617346,030111
21.60549,030112
21.782967,030559
21.738855,030108
21.665747,030110
21.786142,030106
21.48283,030113
21.053137,029670
21.737936,030107
21.69666,030109
21.953592,030105
21.554663,029660
21.615446,029659
21.740978,029656
21.719679,029657
21.492758,029663
21.71256,029658
21.90082,029655
21.02872,029219
22.115906,029654
21.455708,029662
21.1887,029217
21.605268,029216
21.528,029209
21.432165,029210
21.07032,029218
21.390707,029211
21.62665,029213
20.996424,028767
21.178621,028765
21.754845,029206
21.427607,028760
21.491444,028757
21.38448,028759
21.753292,028755
21.617493,028756
21.393463,028758
21.480598,028306
21.441435,028307
21.304247,028309
21.398832,028318
21.80731,028304
21.295116,028310
21.267406,027857
21.178122,027860
21.19106,027859
21.118147,027861
21.338306,027856
21.493908,027855
21.152546,027406
21.527468,027404
21.23788,027405
21.018543,027409
20.966908,027411
20.855507,026960
21.124546,026955
21.246794,026954
20.895851,024708
21.373684,024709
21.259275,024257
21.297867,023805
21.60977,043184
21.5426,043636
21.586494,042733
21.558199,042711
21.64468,043162
21.612741,043163
21.288544,042262
21.49073,041822
21.406567,041823
21.432367,041824
21.513739,042273
21.47193,041374
21.394978,041375
21.51395,041373
21.495102,041372
21.427326,041807
21.362062,041355
21.270004,040913
21.329617,041364
21.391245,041357
21.710964,040011
21.539068,040021
21.554144,040020
21.607237,040470
21.587263,040471
21.508734,040469
21.392689,040920
21.528172,040921
21.372679,041371
21.872458,040015
21.45939,040030
21.470043,040480
21.63485,040481
21.327818,039581
21.77582,039559
21.332294,039126
22.01093,039565
21.613533,038668
21.71233,038669
21.54207,039570
21.241692,038677
21.330135,038679
21.723898,038217
21.133345,038225
21.236898,037773
21.401373,038223
21.677351,037767
21.707573,038218
21.497702,038219
21.149689,037774
21.533226,037318
21.661722,037319
21.65292,037769
21.613665,038220
21.580666,038671
21.659248,039121
21.495094,039122
21.586645,039572
21.569761,039573
21.513124,040023
21.535492,040024
21.610807,040472
21.601961,040473
21.489426,040474
21.584846,040922
21.461008,040923
21.436228,036870
21.48619,036869
21.584778,037320
21.529963,037771
21.464249,038222
21.450941,039123
21.71043,036416
21.756645,036429
21.536734,036423
21.472221,036420
21.545166,035973
21.474962,035516
21.508856,035967
21.510975,035075
21.71418,035064
21.592237,035070
21.549442,035071
21.535995,034175
21.503052,034614
21.521215,034615
21.474136,033264
21.405773,033273
21.749378,032817
21.728266,032374
21.637184,032824
21.570011,032367
21.754818,032364
21.631987,031916
21.733013,031012
21.873178,031007
21.783049,031008
21.737135,031459
21.732157,031462
21.40344,031020
21.438993,031021
21.399542,031471
21.496666,031472
21.38783,031921
21.426949,031922
21.600037,031923
21.117542,030119
21.012138,030120
21.052635,030571
21.787334,030557
21.79921,030558
21.724964,031009
21.620697,029664
21.614872,030115
21.75364,030116
21.441406,029661
21.70029,029667
21.01286,029668
21.521076,029212
21.566017,029208
21.688795,029207
22.062805,029204
22.484932,029203
21.22917,028312
21.079893,027863
21.06881,027864
21.076149,027865
21.134596,028314
21.149792,028315
21.012184,028316
21.209818,028766
21.210087,027858
21.335033,028308
21.085205,027408
21.011175,027410
21.219397,028311
21.445799,028761
21.38813,028762
21.444452,028763
20.964298,026957
20.936417,026958
19.211754,118697
18.82253,118248
18.832914,118701
18.955278,118249
18.866035,117331
19.044214,117796
18.873075,117797
19.303398,117332
18.916721,117798
18.829279,117346
19.019049,117345
18.903376,116881
18.937803,116894
18.958622,116896
19.092762,116897
18.909946,116895
21.442986,117361
18.944925,116898
21.227623,117362
21.568504,117363
18.940067,116446
19.993517,115982
19.041788,115981
19.047733,116447
21.24309,116912
20.901814,116914
18.837725,115978
19.891403,115984
18.89653,116443
20.088636,115983
21.17129,116911
21.377092,116910
20.646185,116915
20.644142,116916
19.223309,115996
20.550255,115533
18.902107,115994
18.897467,115527
18.993046,115993
20.67766,116919
21.448574,116462
22.278889,116458
20.696938,116465
20.044928,115534
18.866789,115542
21.273514,116460
18.784643,115543
18.626835,115078
20.36068,115536
20.639841,116468
19.772467,115535
18.765532,115544
18.781643,115546
18.81582,115077
18.639177,115079
19.0895,115545
21.000374,116014
21.30505,116009
20.458387,116470
20.461273,116017
18.726929,114627
22.170897,115553
20.17608,116019
20.309479,116471
18.834164,115091
21.59437,115558
20.303152,116018
18.683737,115092
22.48115,115554
19.482521,114625
20.505083,116020
20.664572,116022
21.18992,115562
20.34836,115566
18.681368,115093
21.924526,115105
21.690205,115560
20.797758,115570
18.875854,114640
21.244537,115563
20.452274,115567
20.106106,114636
18.788502,114176
21.490313,115106
20.78881,115577
22.2265,115103
21.139637,115578
19.65491,114185
20.665178,115569
20.613962,115568
19.90823,114186
22.107168,114652
20.734476,115116
20.473093,115115
20.84919,115118
18.523445,114190
21.399216,115110
20.652712,115576
20.170807,114183
21.984184,114654
22.389008,114651
21.546598,114659
20.707232,115119
21.933996,114656
21.493517,114660
20.684965,115126
21.149078,115581
19.01951,113726
22.00827,114653
19.018454,114188
21.156132,115130
20.804028,115583
20.739676,115584
20.806244,115121
22.578142,114200
20.707144,114665
20.717312,115120
21.055481,115123
18.545208,114191
21.950562,114202
20.777792,114663
20.611366,114668
20.62414,114669
20.15764,113731
21.871365,114205
20.022392,113732
21.818083,114203
18.588123,113740
19.900347,113733
18.443338,113739
21.223606,115129
19.13135,113275
22.189613,114201
19.876028,113281
20.34844,114675
20.417408,114671
20.744463,114674
21.274092,114662
21.121262,114678
21.530836,115137
20.0247,113279
19.393103,113276
19.832895,113282
21.870783,113752
20.909601,114212
20.831806,114682
21.970568,113751
19.140303,113286
19.43311,112825
21.10794,114211
21.849833,113753
19.257336,112824
21.100105,114686
19.881771,113280
20.862288,114215
20.747744,114213
20.664593,114218
20.565062,114220
20.92199,114223
21.719625,113756
19.802204,112829
21.713514,113755
19.35001,112823
21.848522,113754
22.362976,113750
20.863874,114225
18.745695,113288
22.539312,113294
21.1038,113760
19.76616,112830
22.510803,113299
22.208979,113300
22.69259,113297
21.929457,113302
21.743431,113758
21.364697,114228
19.71557,112831
18.944036,112836
22.617834,113298
21.133139,113761
21.021631,114235
20.807081,113763
19.689096,112377
19.094925,112835
20.807009,113771
19.447548,112375
21.780495,113304
20.850592,113766
19.555712,112371
19.708479,112379
21.979233,113301
21.259787,114231
22.435503,112846
20.878227,114232
20.944464,113312
20.91662,113764
20.76169,113769
19.67155,112378
21.408407,113780
20.95267,113314
22.520964,112843
20.98637,113775
22.40845,112847
19.675741,112376
22.317602,112850
20.832346,113313
19.55388,111920
20.841963,113772
20.731241,113316
19.475273,111924
21.199755,113309
20.44778,113320
21.7081,112855
22.57308,112849
20.851145,113785
18.972958,112385
21.13608,113311
20.83104,113318
21.730007,112854
21.16928,112857
19.42705,111923
19.58933,111925
19.584938,111928
20.749565,113317
19.52854,111921
21.220741,112860
22.59089,112395
19.397816,111922
21.130768,113331
19.416569,111471
21.576529,112856
20.809702,112866
22.369345,112392
20.837519,113326
22.567017,112396
21.676723,112404
21.045898,112861
20.988953,113327
19.357021,111932
22.640745,112398
22.027575,113806
19.140326,111933
22.283735,111941
21.562408,112405
20.923101,112874
21.948088,113807
19.469606,111470
22.139292,111942
20.754168,112867
23.047892,111945
22.239246,112400
20.650396,112873
20.747093,112875
21.320686,112880
19.546099,111482
22.323248,113801
21.97054,113809
20.834024,112881
22.045635,113810
19.569948,111018
22.036816,112403
19.935637,111017
21.351105,112877
21.589048,112878
19.444126,111021
19.826859,111475
20.973013,112412
20.387758,112870
21.93204,113808
22.805437,111946
19.806261,111024
22.081564,111952
21.936598,113356
20.990105,112411
20.893503,112413
20.281857,112419
21.887087,113349
21.960876,113345
19.491547,111019
19.614342,111484
20.504177,112884
21.944414,113357
22.11737,111951
20.70396,112883
19.676065,111029
21.736607,111955
19.70653,111480
22.052446,113354
22.013474,113355
20.752293,112424
21.068165,111959
23.110157,111494
19.651209,111030
21.806726,112897
19.662424,111022
20.74915,112416
22.182875,112900
20.11999,111032
22.88581,111493
20.919502,111964
22.030874,113358
22.082079,113359
19.68956,111025
22.072893,111499
21.91151,111487
20.481432,112431
20.588247,112433
19.86721,110571
20.593876,111965
22.214672,112908
21.109442,111960
19.733896,110570
20.485584,111966
22.108847,112907
19.81682,111031
22.090225,111500
21.97924,112906
19.716824,110573
22.71948,111495
20.828323,111961
22.513292,113367
22.463554,112917
21.406244,111035
20.586607,111970
22.115217,112904
22.560375,112916
20.404106,111972
19.669455,110576
21.790316,111036
22.0113,111501
21.535917,111506
22.08521,112905
19.705276,110574
21.536234,111977
21.418055,111508
21.330755,111974
22.682768,112915
19.8428,110572
22.686607,111043
19.588722,110117
19.778234,110577
21.825184,112447
22.897497,111038
22.50668,111042
21.457098,111978
22.25161,112909
20.50669,112432
19.755331,110575
20.77202,111513
22.12632,112452
22.16588,112453
19.990313,110120
20.602644,111969
22.130499,112454
20.478264,111980
22.37341,112924
19.776575,110578
21.361216,111509
19.83771,110119
19.9313,110579
22.228397,110585
22.184658,111048
20.562462,111515
21.498934,111986
22.079803,112455
22.127678,111049
19.771738,110123
20.823006,111973
19.590149,110118
22.622557,112466
19.953072,110125
22.393948,110586
23.700525,110589
21.665844,111055
23.26161,110590
21.55114,111056
22.092113,112456
22.281626,112459
21.785414,111994
22.087133,111047
22.124836,111051
21.448195,111057
22.159979,112001
22.158375,112457
20.895536,111061
20.58526,111520
20.643023,111522
21.11442,111059
19.695799,110122
20.269691,110128
22.09245,110596
22.163912,112003
21.25074,111525
22.187065,112002
21.39791,111058
20.186415,110127
20.166834,109669
21.922379,111999
22.209074,112004
22.686592,112467
22.046534,112005
19.620502,109665
22.265919,112008
22.343351,112473
22.998487,110135
22.071924,112006
20.745438,111523
22.68984,112015
19.992645,109668
19.740591,109671
21.341307,111524
19.865204,109667
20.527275,111529
22.130358,112007
19.73323,109672
20.08139,109664
22.633291,110136
20.540869,109675
21.51479,110606
20.777914,111072
22.455885,110137
22.180809,112009
20.632967,111063
20.907965,111073
22.325727,112022
21.8931,110601
20.462435,109676
21.835012,111542
21.809542,110602
22.124485,111552
22.008783,110141
21.850483,111548
20.612036,111078
21.578075,110607
22.134365,110149
21.929012,111555
19.706924,109213
19.627087,109214
19.600382,109215
22.021973,111554
22.276539,112025
19.787128,109222
21.703108,111543
22.102627,111553
22.732182,109687
21.625835,111093
21.724709,111545
22.251701,111560
19.694477,109221
21.313944,110608
22.194693,111559
21.935497,110145
21.695223,110154
21.59986,110156
22.398796,111573
22.565855,109689
20.648502,110619
22.394732,111574
21.60274,110155
22.261967,111087
23.125336,109683
22.115656,111101
20.670885,110627
20.603336,109224
21.06976,110622
20.538502,110162
20.153625,108767
21.826635,109694
22.1127,110148
22.185925,109698
22.019102,111102
21.90643,111103
21.982386,109696
21.68711,111094
22.399279,111562
20.620815,109225
22.492203,109686
20.819439,110629
21.677816,111092
23.31029,109233
20.842113,110160
20.119026,108768
20.032557,108772
20.285267,110628
22.37701,111112
20.780128,110168
21.031343,110171
22.15464,109697
21.274427,110159
20.10068,108766
21.676786,110641
21.1473,109228
23.064554,109236
19.65757,108765
23.184113,109232
21.595966,110642
22.440237,111110
23.022776,109234
20.227673,108773
20.31713,110164
20.5064,110163
20.765137,109710
20.848244,108774
20.81102,108776
21.950386,110651
19.884472,108769
22.898996,109235
22.600262,111123
22.158499,109241
21.96522,110649
19.779621,108314
22.035591,109245
22.177626,109247
20.815874,108775
22.17388,109246
22.403336,110637
21.890755,110652
19.679169,108312
22.532516,110636
20.415335,110177
22.78934,108783
21.968523,109244
22.131577,109248
19.89449,108318
22.507507,109240
20.065107,108320
20.74505,110178
23.10053,108784
21.268938,110175
21.616453,110191
20.09945,108315
21.68328,110190
22.315287,110662
21.417921,109723
23.345121,108780
20.036411,108317
23.027573,108782
20.780237,108323
21.882025,110198
20.896267,109727
21.961027,110196
21.988121,108793
20.063463,107863
23.682272,108329
21.860394,110199
22.751255,110185
20.206465,107864
23.293947,108328
20.96609,109725
22.477821,108790
21.864962,108792
22.162443,108794
20.83843,109259
21.949205,110200
19.896826,107862
22.209488,108795
22.141811,108791
20.994556,109269
22.828217,108331
21.540632,109276
22.231207,109750
20.144186,107869
22.114313,108342
20.762003,109266
21.859251,109748
23.32966,107876
23.662258,107878
22.314812,108344
22.306152,108345
22.023373,109749
20.20415,107870
22.309244,108343
23.552282,107877
19.910477,107409
22.23477,108346
22.379078,108339
21.724676,109741
22.554466,108338
22.10326,108341
21.504923,108806
21.868555,109289
21.966812,109746
21.622187,108805
21.88943,109745
20.99477,108818
20.404284,106957
21.247204,109274
20.811638,108822
21.68486,109292
21.629812,108825
21.894413,109296
21.017496,108823
21.074677,108817
20.200985,107418
22.383259,107892
22.602116,107880
22.373064,107891
21.362925,108356
22.64556,107882
22.107288,109298
22.69369,107430
21.642424,109293
22.373957,107893
20.136795,106968
21.773909,109295
23.390625,107434
21.652395,108842
22.043661,108836
21.779287,108844
19.961115,106507
20.161682,106967
21.25846,108370
21.966518,109297
20.235577,106965
20.147644,106966
20.38442,106969
20.863989,108366
21.955143,108369
22.30032,108848
21.775991,108841
22.661608,109309
22.277832,109789
21.978827,108826
23.169533,106974
22.657766,107432
22.092102,108846
23.126802,106973
20.825594,107910
22.20277,108847
22.087824,107439
21.14792,108367
20.109955,106516
22.990513,106980
21.883802,107438
22.809368,108854
21.326056,107906
20.200264,106517
22.34789,107441
22.08144,108375
22.374168,109318
20.21516,106514
20.020695,106055
22.5282,106981
20.01141,106515
22.84038,108853
21.6574,108392
22.299894,107440
22.38613,108870
22.059002,108395
21.925741,106987
21.897247,107916
22.26806,106989
22.310297,108398
20.167637,106063
22.222466,107918
22.146618,108396
22.073715,106988
21.715807,108388
20.245905,106057
22.468819,106982
23.038858,106984
22.024704,106996
22.23283,107917
21.754618,108389
22.548647,106985
21.389822,107455
22.001925,107449
22.304552,108886
22.676462,106532
22.982912,108404
20.035301,105604
22.751043,106530
20.18796,106064
21.916227,107000
21.813047,107922
22.374908,107924
22.08887,108394
22.62466,108878
22.05468,107471
22.740463,106523
22.062521,107465
21.118786,107458
22.567028,106531
22.018614,106998
22.612436,108400
21.637255,107938
22.177727,106535
20.014006,105605
22.444305,107947
22.198763,107473
22.176456,107945
22.528236,106534
22.139624,108417
23.873379,106076
20.917664,107007
21.999989,107466
22.38799,108434
20.792059,105609
22.793272,106533
23.031124,107479
22.672796,107954
21.11359,106068
22.068607,107015
22.36311,107474
22.757004,107480
22.467957,106070
20.67217,105610
20.70376,105616
22.329817,106540
22.161701,106539
20.174667,105613
21.294289,107006
20.74761,105607
21.7585,107016
22.37046,107946
22.52451,106083
21.86866,107002
20.577803,105155
22.837627,107956
22.467106,107968
21.850388,107018
21.766653,107485
22.399492,107960
22.416494,105619
22.202625,107022
23.278217,106079
22.014505,106087
20.94912,106557
21.642435,107017
22.474539,106084
21.794779,106086
22.766872,107974
20.201647,105153
20.931719,105157
20.486788,105160
22.25017,106088
22.72654,107505
22.678434,107503
22.71322,107962
23.381231,105622
22.584229,107963
20.166237,105614
21.436235,106556
22.817297,107506
22.628296,107507
20.668213,105158
22.787123,107511
20.349596,105154
20.133202,105164
22.26094,105630
20.085144,105163
22.200243,107494
21.220085,105156
21.426323,106554
20.613438,104701
22.299322,105168
22.246653,107495
21.869911,107033
22.087635,107023
22.155373,107043
22.713444,105629
22.62455,107508
20.833395,104707
23.624542,105623
22.699179,105633
21.749582,106567
22.28438,106096
21.946617,106568
22.249945,107032
22.559172,107509
22.485764,107530
20.371687,104702
23.608473,105628
22.24813,107044
22.406395,105167
21.739935,106099
22.068253,105635
21.840378,106098
22.359758,105634
22.564528,107513
22.786459,107518
21.999039,106565
20.207298,104711
23.313723,105170
21.952978,106097
23.346033,105172
22.590685,105632
22.847757,107062
22.883137,107061
22.230902,105645
22.048668,104715
23.3544,105171
22.430658,105644
21.343533,105647
21.932236,106115
23.164755,106576
23.55005,105173
21.99808,105641
20.542604,104709
23.643087,105174
20.163696,104712
20.169329,104713
22.667156,104716
20.362692,104250
21.015432,104255
22.477934,105184
22.427675,106123
20.563608,104251
22.006104,106118
22.796755,107057
20.353714,104710
23.293737,104722
22.270884,105180
22.016922,106116
21.084702,104253
22.437996,105178
21.869745,105639
23.037102,104718
22.364048,105181
21.566107,105652
21.5684,105653
20.376703,104259
23.205448,104721
22.777277,106125
22.139915,105185
22.552109,106129
22.264502,106594
21.947676,105190
20.37357,104262
22.62613,104727
22.34984,106136
22.929388,104726
20.199747,103799
22.645424,104728
22.260494,104730
23.115892,104265
22.516146,105663
22.223232,106134
21.537952,105651
21.114567,103803
23.246803,104724
22.543982,106138
21.096811,103802
20.949728,104256
20.68842,104263
20.343683,104260
23.28054,104723
21.496199,105187
21.504278,104736
23.305471,104271
23.249825,104270
20.939106,103804
23.144176,104267
22.182018,106143
22.482603,105194
21.706758,105196
20.502424,103798
22.3974,104734
21.719929,104738
23.033266,104274
22.108358,106142
22.151396,104731
22.8141,105670
20.487238,103808
23.285238,104272
20.553944,103809
23.083553,104266
22.32372,105669
22.887712,106626
21.008492,103805
21.846466,104735
23.127626,104269
23.018978,105676
22.324064,104746
22.544086,105678
22.572725,105683
21.083393,103352
20.493046,103349
22.32217,104744
20.684628,103807
22.202389,104745
22.075348,105693
22.764143,106175
22.476389,104279
22.711578,104277
22.001743,104284
22.794868,104276
22.490078,104281
22.610176,104743
23.535591,103818
22.390041,104280
21.656412,104750
20.198978,103347
22.30524,104283
21.701113,104285
21.892282,104286
22.865559,104742
22.43876,104748
22.543304,105684
22.22966,105214
21.246967,103350
23.513882,103820
21.583405,104751
20.223866,103348
20.817654,103355
22.924284,104275
22.002369,105220
23.456287,103819
22.9885,103824
22.783718,103826
22.206717,105219
22.352396,105228
22.682434,105231
21.062227,103358
22.82297,103827
23.090792,105224
20.288902,102896
22.864035,103825
22.498632,104282
22.559637,104278
22.970636,105221
23.082493,103823
22.910936,105225
20.505108,102898
23.274422,103364
22.593967,103829
22.283535,104292
20.256092,102897
21.12274,102901
22.66433,105233
22.577053,103830
21.869667,103832
22.161442,104763
23.146229,103822
22.816208,103828
20.951963,102903
23.510042,103368
23.243273,103821
21.421032,102899
23.527464,103367
22.402662,104290
22.176113,103831
20.764683,102904
23.423355,103366
23.321508,103372
23.399809,103370
21.263155,104300
22.573212,104774
21.202702,104301
22.937809,105234
20.358143,102445
23.610847,103369
21.877687,103833
22.361898,103836
22.217995,104298
22.405777,103839
22.793266,105724
20.880054,102902
22.321718,103840
22.667343,104767
22.691858,104772
21.707106,104777
21.155376,102907
22.96159,103374
22.675589,103837
23.023094,103376
21.64825,104299
23.225925,102914
22.218704,104775
22.735247,104771
21.748919,104776
20.449358,102446
22.180483,103847
22.44871,104778
22.400335,104780
20.667795,102447
21.66308,103848
23.581696,102917
22.957066,103375
22.307535,104321
22.900116,103378
22.398424,104324
23.192106,102913
21.04632,102450
20.901575,102451
23.491804,102920
21.97404,103380
22.318365,104789
21.937813,103381
23.556366,102916
21.269157,102448
20.706516,102453
23.112204,102923
22.596855,104320
23.533482,102919
22.080513,104327
23.396381,102921
20.762306,101995
21.3268,101998
21.0093,102455
21.340595,103849
22.876265,104826
20.749744,102452
23.107037,102926
21.119509,102000
21.15252,101999
23.59473,102918
22.641504,103869
21.486063,101997
22.859343,103863
22.515398,104323
21.783466,104325
23.69122,102466
23.338032,102468
22.722656,103391
21.501444,101996
20.6718,102002
23.425316,102469
22.816319,104344
22.33569,104328
23.416767,102470
21.590702,103397
21.07133,102004
23.475174,102467
22.298252,102930
20.640806,101542
23.448402,102471
22.348265,103396
22.78418,103860
23.558186,102463
22.40745,103395
23.018976,104369
20.909006,101544
22.563007,102932
20.67462,102001
22.32255,103877
23.192842,103412
21.364439,101548
23.710472,102012
21.056028,101549
20.937672,101550
22.347553,102945
23.37363,103415
22.618036,102478
21.721485,101545
22.762964,102480
22.259151,102944
22.657452,103417
22.78585,102937
23.799728,102015
21.938734,102947
21.387014,101547
22.283216,102486
22.870506,101555
23.307783,103416
23.586027,102016
21.865347,102946
22.175121,103425
22.572544,102483
22.74093,103427
24.111174,101557
23.292793,102489
22.880308,102027
21.406487,101096
23.356874,103423
22.8382,102028
23.840382,102964
21.664776,101093
23.43222,103913
23.341852,101556
23.337414,101561
23.326937,102023
23.224245,103914
23.30176,101560
23.213657,102972
21.33909,101097
22.5292,102032
23.369385,103462
21.388027,100639
23.466938,101566
23.29404,103463
21.06828,101099
23.375025,102506
22.830915,102973
22.75551,102978
23.976223,101567
22.882107,102508
23.308104,102968
21.066946,101098
21.512478,100645
23.005276,102965
22.665493,102966
22.561352,102036
21.394695,100646
21.860655,100643
21.805506,100642
23.513733,101110
22.389097,102975
21.27487,100648
23.028568,102037
22.818634,102517
23.54635,101114
21.35963,100647
23.543217,101113
22.350992,102523
23.275856,101109
22.865753,101576
20.983385,100188
23.62203,101115
22.858759,102520
22.986788,101577
23.139547,101585
23.48121,102057
21.727156,100192
21.207804,100649
22.957054,101124
22.770382,102521
21.613216,100189
21.569977,100193
21.500647,100194
23.616629,101116
21.338053,100650
23.595886,100658
23.28184,101121
23.70642,100657
23.613373,100663
23.163475,102062
22.807312,102066
23.232504,101123
23.161398,101127
23.073252,101587
23.991758,100654
22.366648,102071
23.39827,100665
23.565691,101117
23.11465,101128
21.45472,100196
23.589603,100666
22.87291,101590
21.063446,099737
23.458284,100664
23.101484,100670
23.435741,102055
23.322062,100668
23.140745,101139
23.459997,102080
21.52216,099742
21.422665,100197
23.309662,100672
23.785759,100203
22.3645,102075
23.837969,100207
22.500912,102068
21.649914,099741
23.475725,100667
23.11654,101140
21.905119,101617
23.995302,100204
23.700891,100211
21.741514,099739
21.808321,099740
23.224543,101612
24.036018,100208
23.761908,100214
23.071934,100678
22.33422,101620
23.69266,101613
23.82048,101614
23.815947,100206
21.402742,099746
23.502848,100212
22.866512,102099
21.654287,099285
22.856493,101627
22.519192,099749
21.72116,099290
21.414473,099744
23.904055,099753
23.917675,101154
24.004196,099756
21.377697,099293
22.525509,101619
21.831736,099288
23.758652,100224
23.063759,102101
21.45767,099747
21.90102,101622
21.74695,099297
23.16301,102102
23.87135,099759
