Axis1_SolarPV_Lat_CF,Site
23.650984,059764
23.754955,059763
26.090721,058758
26.48347,058755
26.357658,058774
26.737421,059260
24.752625,059749
27.015066,059241
25.505941,059739
24.462385,059755
26.467798,058295
24.563421,059753
24.41573,059754
26.596058,057822
25.734434,057818
23.535627,059766
25.250124,059746
26.46747,057828
24.517595,059300
26.237207,057823
26.097134,058767
24.45162,059301
23.986897,059309
27.056488,057825
24.69838,059299
23.721256,059312
26.175074,058307
26.313192,059250
24.40016,059305
24.522478,059302
25.185625,059295
23.677643,059313
24.238522,059306
25.680649,059280
24.405901,059303
26.818525,057826
26.461435,058308
25.860027,058311
25.82216,058316
26.573668,057373
26.695202,058294
23.831102,059311
24.35399,059304
26.525183,057836
26.765999,058788
25.761948,059281
26.328978,057838
27.362856,057374
27.209703,057376
26.422636,057372
23.887445,059310
25.864586,057368
26.750864,058789
26.149824,057369
26.93506,057383
24.212463,058855
24.297798,058853
27.585354,057375
27.391424,057379
26.619064,057857
26.423323,057371
23.483742,058864
26.180367,057377
24.443495,058850
25.891287,057842
24.366524,058852
26.826708,057853
26.601894,058329
26.406874,058338
26.008327,058825
24.7572,058848
26.352343,057845
26.513643,058349
23.701782,058862
26.515762,057858
24.315142,058854
26.031342,056919
26.17246,056921
27.632442,056924
25.701878,058831
23.590866,058863
25.242125,058842
23.960728,058857
25.95434,057866
26.163082,057862
25.766552,058829
24.387638,058851
23.40752,058865
26.567396,056928
26.142342,057392
24.032698,058856
23.769526,058861
26.002035,058373
25.694187,058380
25.88343,056920
25.900177,058375
25.134796,058843
25.199549,058391
26.700788,057403
24.32582,058402
23.945696,058405
26.901987,057402
23.652079,058410
24.312891,058401
23.528334,058412
23.849712,058408
24.254452,058403
23.415707,058414
26.740038,058352
25.391062,058390
24.591946,058398
23.59456,058411
25.989887,058374
24.365574,058399
23.883747,058407
23.44508,058413
24.72353,058397
25.912867,056939
26.289003,056942
24.868921,058395
26.599785,057886
27.883116,056930
26.857046,056936
26.7185,057404
26.296309,057405
26.017279,056470
28.3666,056474
26.859045,057893
25.928202,058376
25.67777,058385
24.913086,058394
23.86101,058406
25.695114,056469
24.136229,058404
26.426096,056934
24.348045,058400
27.495003,056473
25.971596,057923
25.881557,057926
23.799946,058409
26.283154,057418
26.058657,057922
25.90467,057925
25.804272,056477
24.268223,057950
26.111448,057416
24.385584,057948
25.171295,057939
26.126062,056471
26.738033,056476
26.358055,056951
24.303764,057949
26.629356,056478
23.755978,057955
24.738659,057944
24.640062,057946
23.720592,057957
26.231459,056961
25.895914,057924
24.034346,057953
23.605165,057959
24.193832,057951
25.626108,057930
25.00884,057942
24.533045,057947
23.833654,057954
25.521597,056017
26.45464,057446
24.093184,057952
23.638317,057958
23.319086,057963
26.540266,056952
26.007357,056019
26.356676,057419
26.878912,057902
26.473064,057443
26.481176,057444
26.528708,057913
26.118776,057921
27.530533,056479
26.790995,057436
23.498919,057960
26.353687,056020
26.471533,056484
26.712603,056955
25.870905,057927
26.424063,056968
25.72018,057931
26.882109,056953
25.651356,056018
25.811277,057474
26.834457,056022
26.431025,056486
25.793762,057473
25.901249,057476
24.658815,057945
25.892275,057475
26.566582,056956
26.168528,057470
26.889069,056021
26.818727,056027
27.015724,056954
24.644857,057494
26.336996,056504
24.315748,057498
25.93102,056487
24.573845,057495
26.665983,056501
23.647455,057504
25.665674,057481
23.445827,057510
25.027376,057491
24.091162,057500
24.001143,057501
23.541748,057508
26.376945,056500
25.97655,057472
25.58269,057482
24.29902,057497
23.620197,057505
23.663816,057506
23.217398,057514
26.320341,056966
26.464077,057467
26.34643,057468
25.860416,056036
26.263298,057469
25.721222,057478
23.973112,057502
23.482735,057509
25.68474,055567
26.27178,056970
24.502169,057496
27.030249,056996
26.810667,057000
25.765242,057477
23.511097,057507
26.598507,055570
27.686798,056023
26.324654,056515
25.080507,057487
26.056086,055568
26.413927,056042
26.296013,056503
26.31767,056516
26.557074,056997
26.503973,057466
26.08039,057471
25.616613,057479
26.123829,056519
26.332006,056037
26.458708,057017
26.362968,057018
24.861464,057492
26.578182,057015
25.900423,056035
26.690678,056502
26.282312,057019
24.242119,057499
23.780592,057503
25.777824,057022
26.403185,056051
25.901978,057021
25.884516,057025
26.343735,056517
26.55575,057016
24.07059,057050
23.318983,057060
26.670263,055577
26.42847,056041
26.77946,057011
26.561361,057014
26.485376,056038
26.388388,056514
25.847803,057026
26.757612,056046
24.886108,057041
24.672148,057042
24.570616,057043
23.951948,057051
23.433107,057059
26.711098,057012
25.97336,057024
23.59667,057055
25.89848,055584
25.700333,057027
24.306746,057046
26.08506,057020
23.813185,057052
25.720377,056520
26.499334,056998
24.35807,057045
24.080574,057049
23.481493,057057
25.866417,055116
26.309385,055585
24.30295,057048
26.97386,056539
23.593956,057053
23.558622,057058
26.239122,055569
24.427948,057044
26.545696,055578
25.964275,055117
26.61198,056047
25.551775,057028
24.355955,057047
23.532038,057054
26.745972,056540
26.584473,057013
26.464104,055575
23.223536,057063
26.49231,055576
26.943502,056543
26.463247,056048
26.335236,055124
26.227245,056568
26.621258,056561
25.976122,056569
26.846336,055122
23.404148,056608
27.188183,056538
26.537254,056564
26.372072,056566
23.880505,056600
26.55418,055119
24.279451,056595
26.323954,055118
27.135736,056087
24.543638,056593
23.84537,056599
23.678148,056602
27.01048,055120
26.428974,056541
23.852274,056601
23.284668,056609
26.63798,056560
24.875816,056589
23.255318,056611
24.46588,056592
23.342743,056610
24.32346,056594
23.572601,056603
26.69837,056090
25.812342,056571
24.78232,056587
23.496407,056606
25.250498,056581
25.76028,055125
26.59518,055136
26.319166,055608
26.318775,055597
25.999777,055601
26.186056,054667
26.645298,055609
27.013723,056086
25.892952,056572
26.102278,055616
24.507473,056596
25.908142,056574
26.061495,055602
27.06628,056083
26.13081,056117
25.945621,056118
25.843353,056119
23.55016,056604
23.471703,056607
26.128912,054674
26.41146,056113
27.009155,054669
25.375195,056579
26.239006,055605
26.391636,056078
26.553802,056111
25.78833,056124
25.923191,054666
25.727383,056126
26.214436,055603
26.059908,055153
25.764389,056125
24.422127,056143
24.931313,056132
24.88233,056133
26.341139,055612
25.952198,056122
24.562944,056139
24.498014,056140
23.49186,056158
26.492147,055142
26.595255,055627
23.419003,056156
25.785162,054665
27.15071,055632
26.149155,054677
24.74361,056137
24.11321,056147
26.614546,054668
25.852074,054675
24.658375,056138
24.275454,056144
23.848248,056148
26.666553,054672
26.376936,055161
26.351812,056114
24.779146,056136
23.733122,056151
26.697786,056104
23.46969,056155
26.061203,054216
26.202045,055623
25.912233,056123
24.93923,056131
23.225466,056160
26.49893,055624
26.206446,056115
23.673262,056152
23.551659,056154
23.798992,056149
26.625984,054217
26.743504,054221
25.839651,054676
26.45516,055660
26.084381,055665
25.994892,055666
25.763817,055674
26.327005,054692
25.922625,054695
26.299953,055663
27.087004,054220
25.918121,054225
26.520174,054682
25.73733,055672
23.732307,056153
26.380526,054222
26.17286,055664
25.6698,055676
24.580091,055687
24.450567,056145
25.972197,054224
26.892502,055639
23.452406,055705
26.106155,054223
25.891302,054697
24.573599,055688
24.171318,055693
23.809828,055699
26.670515,055175
24.977787,055681
24.27452,055692
23.67666,055700
23.141928,055709
23.577827,055703
25.995106,055667
25.769638,055673
24.782757,055686
24.846863,055683
24.2305,055694
24.710901,055685
24.533684,055689
23.77353,055698
26.215815,054694
25.77688,054696
25.842192,054707
25.991825,055163
23.521753,055704
27.116373,054219
26.915363,055176
24.075478,055695
23.756031,055701
25.964298,055668
26.259615,053765
26.602695,054691
23.87056,055697
23.690073,055702
26.56299,053766
26.543407,054228
26.218666,054693
25.320742,055678
26.375072,054227
26.215082,054712
26.115847,055214
26.757217,055173
26.23642,054243
27.014105,055188
25.940905,055216
25.92506,055217
25.896498,053764
25.742416,055223
26.830957,053767
25.998728,053773
26.485792,054239
26.385357,054725
23.448586,055707
25.786573,054702
26.779503,054721
26.63345,054722
23.704582,055249
23.658152,055252
23.370094,055257
24.01029,055244
23.730818,055248
26.45619,053780
26.746384,054724
25.670143,055218
24.286648,055240
23.641605,055250
26.871063,053770
26.293716,053778
25.688618,055224
23.617508,055253
24.672174,055235
23.660717,055251
26.053051,053312
26.346033,053771
24.735596,055234
23.16358,055258
27.010931,054732
25.557257,055219
23.735037,055247
26.417286,053314
25.83901,054252
24.432314,055239
26.732994,054259
24.058683,055243
24.777653,055232
24.71025,055236
24.221636,055241
26.192114,053781
26.121078,054253
25.916288,054249
24.765131,055233
23.31462,055255
23.483393,055254
25.954866,053772
26.866165,053319
23.45662,055256
26.007614,053322
26.025082,053323
24.516882,055237
25.981192,053795
24.153938,055242
23.938007,055245
23.663542,054797
24.656464,054784
24.499926,055238
24.75645,054783
23.729616,054796
26.124067,053326
24.85206,054781
26.038261,054257
23.663555,054799
25.994743,053321
26.06164,053324
25.798122,054767
25.200747,054778
23.790396,054795
23.642576,054800
23.211391,054806
26.620977,054272
24.967705,054780
23.603565,054798
25.619492,054769
24.668985,054785
24.157986,054790
23.100002,054807
23.84653,054794
27.327803,053318
25.566544,054768
23.287209,054805
26.483973,054266
23.479788,054801
26.297325,053328
26.113413,053330
24.405745,054788
23.48229,054802
26.385191,053806
26.077593,053327
26.737307,054276
27.41128,054283
24.56066,054787
24.533867,054786
26.382881,053807
25.688782,054318
25.985634,053338
26.073704,053796
26.07684,052873
24.55958,054334
23.484087,054349
23.439547,054350
26.673437,053805
24.081694,054339
24.041279,054791
23.775127,054343
27.427187,053825
23.988655,054341
23.576313,054346
23.411003,054351
23.617607,054347
23.506128,054348
23.073692,054356
24.36996,054336
23.771172,054344
25.855694,052877
25.67215,054323
24.530396,054335
25.893984,052875
23.302408,054352
23.351376,054353
26.295267,053353
23.708435,054345
23.140375,054355
26.060402,053343
23.902822,054342
25.992588,053337
24.96361,054330
26.76184,053354
24.269098,054337
25.85311,052878
26.047615,052879
25.880226,053346
26.68701,053356
23.066265,054357
23.183792,054354
27.001656,053355
26.140982,052880
25.865725,052883
23.631878,053895
25.905138,052884
23.948679,054340
24.036854,053890
23.911863,053891
23.626694,053894
23.532377,053897
23.099201,053904
26.273521,052881
23.426598,053899
23.223682,053902
26.005127,052882
25.739346,053351
24.856932,053881
24.12935,053887
23.784388,053893
26.03516,052892
23.330725,053900
25.900616,052891
26.23445,053357
23.967041,053889
23.542774,053896
25.532553,052895
23.369135,053898
26.931892,053369
26.762283,053841
26.260824,052903
26.605894,052904
25.936478,052427
26.208544,052429
25.932634,052894
26.092953,052902
26.126617,052428
24.036411,053888
27.598059,053378
23.855684,053892
23.235004,053901
24.301973,053886
26.001125,052430
24.899231,053880
26.76831,053382
25.91261,052907
25.931787,052425
25.290104,052896
25.676685,052900
24.265139,053885
25.308632,053876
22.997442,053905
26.036333,052440
26.705212,053389
24.68875,053882
25.814096,052432
24.178448,053436
22.956617,053454
26.702091,052918
24.102865,053437
23.479282,053445
25.78866,053416
23.834864,053440
25.803343,053415
23.394316,053446
23.361336,053450
23.148804,053453
23.336935,053447
23.55604,053444
26.622105,052905
24.029898,053438
23.953854,053439
23.623638,053443
26.392498,052906
25.791616,053417
25.42537,053425
26.122477,052454
24.66975,053431
26.261097,052455
25.622568,052446
26.816696,052912
24.249432,053435
25.666462,053421
25.492771,052448
24.535744,053432
24.47657,053433
26.54395,052937
23.215956,053451
26.853788,052930
26.829744,052940
25.707697,052447
25.764803,052966
23.718824,053442
23.096952,053452
26.745659,052913
27.097935,052462
24.314547,053434
23.778666,053441
23.878357,052988
23.679258,052992
23.456167,052995
26.142294,051993
26.499872,052956
25.734526,052965
24.15526,052985
23.463932,052993
25.761908,052971
24.493736,052981
23.39785,052994
26.720774,052942
26.68142,052955
24.28088,052984
23.894596,052987
23.247986,052999
27.010405,052478
24.375029,052982
25.635857,052969
23.42599,052996
24.320747,052983
23.753942,052991
26.555933,052943
26.30186,052958
23.807589,052989
23.17994,053001
26.956419,052466
26.7676,052491
26.763313,052492
24.101492,052986
23.336468,052998
26.850327,052463
23.179293,053000
26.397642,052502
27.24042,052477
25.713669,051996
27.115925,052011
27.03345,052013
26.595448,052503
26.2941,052507
25.651127,052514
25.975231,052498
23.460045,052542
23.209751,052552
25.631618,052518
23.451141,052543
23.34869,052548
23.568012,052544
27.13623,052010
26.394344,051541
23.780777,052538
25.527012,051545
25.688498,052513
25.003445,052526
23.521303,052545
25.684746,052520
24.072144,052535
23.143908,052551
24.570528,052529
27.350658,052025
26.650335,052490
25.230396,052525
27.556442,052024
25.596117,052516
23.846867,052537
23.737951,052539
25.605494,052519
26.330168,051553
26.608007,052041
25.776163,052512
25.815464,051544
25.947151,051548
24.204096,052532
26.05966,051552
26.390501,052051
25.660576,052515
26.609816,051555
25.562515,052517
25.543007,052067
25.833258,052046
23.927364,052536
23.670183,052541
23.567266,052093
25.651579,051557
23.789955,052090
26.500416,051086
25.551325,052066
24.17678,052083
26.890303,051560
23.849495,052088
23.510496,052092
25.895174,051097
27.339018,051574
26.349617,052039
23.825216,052087
23.546711,052091
25.76804,051093
26.440872,051569
26.45767,052042
23.713907,052089
23.42957,052097
25.74362,051094
26.968224,051576
24.108755,052084
26.285065,052050
24.33251,052081
25.835978,051092
25.582537,052065
24.218649,052082
25.436193,052072
25.931356,051596
23.186884,052102
26.804089,051567
27.011705,051577
26.797634,051585
23.337353,052096
25.690256,052062
25.574522,052063
25.983229,051101
26.422466,051102
24.430756,052079
26.90667,051116
25.428453,051615
23.763264,052086
27.441,051573
25.503159,051614
24.438145,052080
26.525383,050635
25.57584,051612
23.827623,051637
23.601564,051642
23.183674,051650
24.52947,051627
23.49437,051646
26.223118,051599
24.240484,051630
24.084515,051632
23.584864,051641
26.472006,051586
23.414886,051645
26.142542,051108
27.155987,051126
25.567684,051613
23.722279,051640
23.190184,051649
25.821733,050641
27.053125,051115
25.116539,051621
23.99887,051635
24.305319,051629
23.911427,051636
24.092554,051634
24.219065,051631
24.442926,051628
23.696035,051639
27.025625,051125
26.462309,051133
25.648478,050645
25.145157,051622
26.291039,051148
23.788967,051638
26.009262,050647
25.230677,051620
25.62348,050646
27.06842,050664
27.042536,051119
25.615124,051162
24.486813,051176
24.06035,051633
23.568552,051644
26.108322,050189
23.891884,051183
26.220995,050186
26.221025,050187
25.98973,051135
26.21063,051147
24.1503,051178
24.19375,051179
23.261187,051197
23.19028,051198
25.914536,051145
27.144749,050674
26.438137,050648
24.064644,051182
23.579012,051191
25.56382,051163
23.901512,051185
23.45243,051195
25.961119,050190
27.540031,050666
25.641838,050195
25.710026,050196
23.87095,051184
27.633305,050668
27.127827,050663
23.138025,051199
26.972042,050660
26.854506,050661
25.815939,050192
23.539354,051192
26.68567,050685
26.40004,050697
25.047796,051170
24.36788,051177
23.17294,051196
26.77369,050211
26.581615,050683
26.835043,050686
23.615164,051190
26.961365,050210
25.435219,051164
27.217356,050214
23.10753,050746
26.075552,049735
26.73887,050212
26.019497,050684
25.43366,050713
23.452131,050739
23.081131,050748
27.151402,050675
24.237991,050727
24.185139,050728
23.977457,050732
23.189651,050745
26.661276,050688
26.11405,050702
24.145271,050730
23.331505,050743
23.308928,050744
23.163477,050747
26.280214,049738
25.931053,050193
26.920076,050223
26.403088,050689
27.096218,050209
26.909199,050224
22.998562,050749
25.64373,049744
24.950731,050718
23.972887,050731
27.674227,050220
25.537283,050712
26.810062,050235
25.704748,049743
26.242987,050696
23.489729,050740
26.924423,050234
23.994516,050733
23.948267,050734
25.831892,049742
26.057549,049749
26.584846,050237
26.608482,049747
24.973442,050268
23.042217,050295
26.178045,050231
26.28544,050240
23.87803,050284
23.227535,050292
22.961916,050297
26.884699,050228
26.440645,050246
24.330896,050275
23.36907,050289
27.228329,049770
24.423264,050274
24.194239,050277
23.11529,050294
24.23541,050276
25.882233,049291
24.477242,050273
23.46987,050288
26.145777,049284
26.108625,050251
23.874176,050282
23.173788,050296
23.985325,050281
23.317867,050291
23.389423,050290
25.48555,049294
27.036732,049782
24.754694,050271
25.941412,049296
26.850054,049774
24.063147,050279
23.295992,050293
27.0925,049784
26.302254,049795
25.551252,050262
26.211681,049298
27.41359,049768
26.14352,049780
26.355906,049788
26.19844,049288
25.392485,049811
23.96946,050280
26.352877,048831
26.262156,049302
23.413568,049838
23.20067,049842
27.25906,049318
24.54533,049821
26.238554,049799
26.07492,049791
26.935362,049308
24.375767,049823
24.246422,049824
24.001865,049828
25.402843,049295
27.362286,049317
24.590092,049820
25.42221,048843
27.140808,049319
23.611763,049837
23.264645,049840
25.87996,048834
25.926117,048836
27.162094,049316
26.350613,049329
23.774424,049832
27.151363,049315
26.401167,049796
25.913565,049792
26.056978,048851
23.763235,049836
26.343367,048854
26.268164,049339
26.110996,049343
26.597635,049336
26.190107,049344
26.265095,049345
25.096466,049813
23.324066,049839
25.814505,048835
27.212515,049320
23.964195,049830
23.728582,049833
24.737774,049819
24.22962,049825
26.153507,048381
26.388412,049338
24.558094,049369
26.945517,049323
25.030233,049815
27.27081,049321
26.404112,048856
25.645817,048385
23.633617,049384
27.077822,048865
27.264841,048870
24.212482,049374
26.3181,049346
23.335974,049388
26.73481,048857
26.710701,048878
26.532804,049337
23.224703,049389
24.37462,049371
25.888165,048383
26.112803,049349
26.078663,048395
23.51582,049382
26.998169,048867
23.69578,049385
25.207336,049361
24.47927,049370
26.203945,048399
27.065786,048866
26.892561,048885
26.203566,048895
26.924446,048874
25.064426,049363
27.118597,048884
25.265163,048907
25.03897,049364
26.074156,048893
23.514751,049383
26.165817,048400
26.027628,047932
26.087364,048894
24.997396,048910
26.735046,048886
24.93379,048914
27.060862,048413
24.936905,048912
24.535023,048919
23.864573,048928
26.949402,048416
24.91215,048913
23.220926,048938
25.468536,048392
23.575788,048931
23.285103,048937
26.429516,048406
27.353857,048882
23.916618,048926
25.942566,048890
24.485641,048920
26.98642,048419
24.733143,048916
25.769598,047942
26.931633,048432
24.266212,048923
24.05918,048925
25.785574,047935
24.543198,048917
24.228502,048922
24.534658,048918
26.368006,047948
27.058052,048433
27.086882,048409
26.87878,048417
26.257004,048444
26.820719,048435
27.054668,047959
25.915964,048439
27.058826,048423
25.98445,048441
27.150633,047962
24.854244,048462
24.379028,048469
26.376127,047955
26.174854,048443
26.933989,048422
24.598335,048466
24.558973,048467
26.172392,047487
26.740444,047956
26.212719,047943
26.96163,048431
24.806452,048464
23.317478,048487
26.647005,047954
26.960503,048430
27.114485,047968
26.410275,047492
25.10115,048457
24.256508,048471
26.711752,047980
26.929348,048434
24.501404,048468
23.565422,048480
26.195787,047486
26.249958,047493
26.652937,047981
23.410585,048482
22.919014,048492
23.373993,048484
26.61612,047982
26.810392,047983
24.251575,048472
26.520079,047985
26.15362,047499
26.18014,047992
26.418787,047504
25.000322,048006
24.7913,048014
24.235312,048473
26.88275,047967
27.092707,047972
24.709332,048015
22.962643,048041
22.78892,048042
24.355368,048018
24.097439,048020
26.851324,047979
23.635387,048029
24.876448,048009
26.341108,047036
27.044964,047518
26.82189,047984
24.721684,048010
24.596972,048016
24.468935,048017
23.338959,048036
27.387362,047510
23.104973,048039
27.289495,047517
27.109873,047978
26.236702,047993
25.095345,048007
26.191366,047035
23.551718,048030
27.196339,047527
24.792015,048013
26.745062,047505
26.774977,047533
26.407825,047531
23.143257,048040
24.27616,048019
23.17636,048038
24.18919,048021
23.407495,048035
25.820704,047043
26.551477,047530
27.069674,047516
26.723984,047529
24.007792,048027
23.349771,048032
27.2317,047526
25.990786,047038
26.881565,047528
24.727697,047560
26.266615,047048
26.442614,047532
26.315601,047040
26.205408,047541
24.48283,047566
23.407904,047586
26.263557,047041
24.323023,047567
23.417776,047583
23.214804,047588
22.99164,047590
23.412392,047585
24.987087,047557
26.643297,047053
27.106697,047065
24.26188,047568
27.16711,047066
27.351034,047075
26.28559,047536
23.10078,047589
24.002773,047573
27.195995,047076
24.740524,047559
26.456638,046591
26.90926,047054
26.148476,047080
26.979986,047077
26.8541,047052
24.816687,047558
26.158918,046587
27.144049,047061
25.967104,047540
23.316376,047587
26.48153,047081
26.67704,047084
26.75575,047078
26.629738,047082
24.783438,047563
26.136627,046590
26.725443,046601
26.699673,046598
23.422525,047581
26.25505,047085
24.86253,047107
26.85531,047063
27.063875,047083
23.454384,047135
23.35243,047134
22.987207,047139
27.037884,046606
24.251766,047117
26.12193,046593
26.587202,046614
24.607225,047109
23.259296,047136
23.154781,047137
25.991583,046589
26.963213,046603
24.110329,047118
24.009666,047126
26.212984,046138
23.995468,047125
26.178022,046139
26.525543,046618
26.162271,047092
25.036434,047104
26.247175,046597
24.674326,047110
24.182667,047122
26.79286,046622
25.904598,046638
24.10606,047123
26.562588,046140
24.968187,047105
24.064507,047124
23.3822,047132
26.505978,046144
26.235695,046146
27.04495,046156
26.035389,046641
27.305801,046153
25.03795,046654
26.523094,046141
23.866257,046675
23.814047,046673
23.27737,046683
23.249046,046686
26.242588,046143
23.891798,046677
27.141808,046155
23.334766,046685
23.410799,046684
23.042456,046688
23.887356,046674
23.406782,046681
24.142735,046671
24.504528,046664
24.28994,046666
24.104677,046672
24.661633,046659
25.051735,046655
24.670626,046658
25.239664,046651
22.936846,046689
26.228088,045695
24.792538,046657
24.232122,046667
24.140741,046668
23.206442,046682
23.146517,046687
24.988483,046656
26.978071,045700
24.135214,046670
24.254688,046214
24.053053,046221
23.194685,046237
24.086372,046216
27.139439,045702
24.07175,046220
23.176317,046232
23.150322,046238
24.217922,046215
23.297865,046234
23.202572,046236
26.669666,045699
25.010551,046205
23.875162,046222
26.421824,046170
24.349766,046213
23.385702,046233
25.026485,046203
25.173624,045751
25.046991,045752
24.12385,045763
23.119942,045787
24.266731,045762
23.11923,045781
23.245827,045783
23.756277,045773
23.329569,045782
23.83326,045768
23.920938,045770
24.1483,045764
23.756348,045774
23.438446,045779
23.170929,045785
24.866247,045755
25.06808,045753
23.90793,045767
23.288576,045784
24.146563,045766
25.09107,045302
25.0256,045303
24.144932,045765
23.271143,045333
23.134403,045336
25.239462,045299
24.375135,045309
23.275555,045332
23.950274,045320
23.79268,045322
23.278782,045331
25.031614,045301
24.09769,045312
23.168077,045334
24.215439,045311
23.87423,045319
24.29315,045310
24.11783,045313
23.888212,045316
26.40691,044826
25.13413,044848
24.68558,044855
23.957634,044866
23.120964,044882
23.861023,044869
23.199406,044879
23.085964,044884
24.076479,044861
24.311018,044859
23.95744,044867
23.243872,044881
24.19903,044860
25.098034,044849
24.989054,044852
25.02227,044850
23.919256,044865
25.035728,044851
24.59738,044856
23.851812,044868
24.423004,044858
23.926195,044870
24.533264,044857
25.017345,044399
23.214094,044428
23.074858,044431
23.049164,044429
25.231228,044396
24.304379,044407
24.222075,044408
23.858088,044415
24.534487,044405
23.821999,044414
23.850952,044416
23.90069,044417
25.203264,044397
24.98781,044400
23.162535,044432
24.160555,044409
25.386038,044394
26.543678,043925
25.377361,043943
25.025715,043948
24.461163,043954
23.130108,044434
25.05693,043947
23.28205,043977
23.744509,043964
24.978827,043949
23.064764,043980
24.236675,043955
24.32372,043956
23.80566,043962
25.204021,043946
23.414557,043976
23.14379,043983
26.85634,043473
25.222366,043945
24.288715,043957
23.08485,043979
24.249268,043958
23.759874,043967
23.085297,043978
24.143475,043959
23.997072,043960
25.301535,043492
25.25518,043493
23.869104,043965
23.770325,043963
23.083265,043528
24.017414,043510
23.270655,043526
23.348017,043524
25.03779,043497
24.360888,043504
25.21303,043494
23.972065,043511
24.892199,043499
24.74797,043501
23.937748,043512
25.05974,043495
23.030685,043529
24.409513,043506
23.841679,043514
25.062616,043496
24.367296,043505
24.48414,043503
24.289669,043507
23.02398,043532
23.050173,043530
23.915712,043515
23.166428,043527
25.141985,043044
25.173655,043042
25.144283,043043
25.136808,043041
23.128815,043076
23.496813,043066
23.16353,043075
23.636848,043065
22.955662,043077
25.047764,043047
25.103628,043045
26.55604,042576
24.05818,043060
22.910261,043078
24.402988,043057
24.037645,043062
22.92624,042628
22.956238,042627
23.075958,042625
22.954168,042629
23.04433,042624
22.995619,042626
23.28105,042622
23.050276,042623
24.716785,042600
25.992308,042127
22.80283,042178
22.843187,042175
22.944069,042172
22.929392,042173
26.308819,042124
24.670275,042149
22.78418,042176
23.637543,042164
22.914768,042174
24.558487,042150
26.304014,041676
22.777174,041723
22.754961,041724
22.542461,041727
26.43368,041674
22.683107,041725
26.243326,041670
22.904438,041722
22.548471,041728
23.184242,041719
23.057957,041721
23.101284,041268
22.872883,041271
22.777426,041274
22.301186,041277
23.464842,041262
23.002256,041270
22.755217,041272
22.689938,041273
23.438025,041263
23.014608,041269
24.040194,041256
22.741545,041275
23.26477,041267
22.938908,040817
22.93159,040819
22.861948,040820
22.670141,040823
22.758137,040816
25.83538,040776
23.12428,040815
22.76994,040821
22.870337,040818
22.252878,040826
23.908978,040804
23.152554,040813
26.162365,040324
23.27849,040812
22.812122,040368
23.369175,040361
22.794172,040369
22.793194,040370
22.809765,040366
22.34289,040374
26.233278,040318
23.497944,040360
24.496714,040338
22.572641,040365
23.828938,040357
26.199318,039867
22.824163,040367
22.678198,040371
22.381695,039923
22.469252,039914
22.62697,039917
22.471527,039922
24.39349,039888
22.797178,039918
22.609652,039916
23.422718,039910
22.405474,039471
23.5882,039457
22.595997,039467
22.29742,039473
22.434444,039470
24.366262,039437
23.676344,039456
22.508806,039464
24.397106,039440
24.378588,039438
25.82452,038973
26.2162,038965
26.4977,038966
22.496876,039015
22.449314,039018
22.4309,039014
22.20659,039022
22.717012,039012
22.419783,039016
22.409042,039017
22.371475,039021
22.43545,038565
22.350185,038571
22.405565,038563
22.267944,038570
22.272266,038566
22.315952,038567
23.36302,038553
22.439068,038569
22.521366,038562
23.380047,038552
23.346128,038554
22.484285,038111
22.282408,038117
22.257206,038119
23.946987,038088
22.153246,038120
22.429808,038112
23.533691,038095
22.18138,038118
25.174688,038076
25.870235,038070
23.3091,038100
25.235483,038075
23.415537,038098
23.485594,038097
25.184647,037624
22.437733,037660
22.244339,037666
23.148434,037649
22.387901,037661
22.257597,037667
22.48414,037663
25.590986,037621
23.115252,037651
23.21696,037648
22.437256,037659
23.29349,037647
22.901117,037652
22.666222,037656
25.29153,037172
25.911753,037166
22.742458,037654
25.064087,037173
22.388124,037208
22.412981,037215
25.831408,037164
23.06547,037196
22.99857,037197
22.855146,037200
22.72015,037201
22.246664,037214
22.42312,037212
22.928354,037198
22.487814,037210
22.344034,037213
25.554913,037163
22.452963,037211
22.262386,037216
22.616796,037203
22.381292,037207
23.619474,037186
25.555475,036715
23.317825,037193
23.07967,036744
22.492964,037206
22.85584,036746
22.289564,036764
22.393135,036760
22.402966,036756
23.160881,036742
22.359722,036761
22.407394,036765
22.472815,036755
22.491594,036757
22.417566,036762
23.520258,036735
22.29281,036763
22.824247,036747
22.395111,036308
22.693386,036299
23.324524,036287
22.781818,036298
22.600658,036300
22.637716,036304
22.249199,036312
22.333248,036311
22.990358,036294
22.820925,036297
23.426273,036288
23.435701,036284
22.469128,036303
22.230066,036313
22.319458,035857
23.316883,035836
23.083448,035841
22.900528,035844
22.737837,035849
22.345072,035858
22.656782,035848
22.519775,035853
22.77432,035846
22.188726,035859
22.159307,035861
22.49467,035850
23.092203,035842
22.427616,035851
22.417383,035856
22.567455,035852
22.731985,035847
22.401928,035860
22.90728,035843
23.087585,035389
22.887102,035393
22.340183,035406
22.232553,035407
22.181835,035408
22.879677,035395
22.77924,035396
22.495941,035403
23.02741,035390
22.897842,035392
23.315248,035385
22.420153,035405
23.002138,035391
22.849363,035394
22.535828,035401
22.293009,035409
22.475677,035402
22.524324,034950
22.314783,034951
23.310902,034934
22.990074,034940
22.547997,034946
23.030397,034939
23.039522,034938
22.362108,034956
23.201246,034936
22.919378,034942
22.74813,034943
22.556505,034949
22.293787,034954
23.124592,034937
22.308369,034955
22.695932,034947
22.622164,034948
